text,label
"Over All good, only cons is very low salary",4
My Pharmacy Team was wonderful but Corporate is clueless,2
"Easy Job, that makes a decent wage with no education",4
Lots of good people quitting in The Woodlands TX Processing Dept,1
Big Company Corporate Atmosphere with little upward mobility and high pressure,2
Fun job but low pay. Not a forever career.,4
New Starter Welcome & Onboarding to be proud of!,5
Lenovo Data Center Group - good place to participate in the company transition,4
Proof that not all big banks have no Soul.,4
A nice place to work in the consumer products industry,4
"Good Company, Good Benefits, focus on employee health and associage experience/training is good",4
Nothing is perfect I am not a current employee,2
Johnny rockets is an amazing company to work for,5
"Feel like just a number that's expendable, not a colleague who's encouraged",2
"Fast paced, interesting problems to work on, flexible timings,  very good compensation",5
Do not recommend if you care about your sanity.,1
Watch out and read review before decide to sign off a contract with them.,1
"Good place to work, but not much recognition provided for hard chargers",4
A giant organization with plethora of opportunities and respect for talent,5
My time with ESH was extreamly educational to me and my career.,4
treated horrible for my 2 1/2 years of employment.,2
"A company with a lot to offer, but go in with eyes wide open.",4
Neutral View - Wonderful Company but losing its charm with each passing year,4
Personable staff determined to handle their jobs in a professional manor.,5
This job is exactly what you decide to make it!,5
Environment at the corporate office is great! Lots of communication and positivity.,5
An insurance company thatremains committed to being on your side !,4
"Great Employer, though the culture is sometimes manipulated by climbers.",4
"It does pay higher than other retail places, but you work hard for them.",4
Excellent experience. This is a company that is constantly moving forward.,5
I worked in Reed Elsevier Technology Services for a little over two years.,2
Great firm to work for - really miss it!,5
"Associate – Corporate Investment Banking, Financial Planning & Analysis",5
They do not make banking a fifth third better.,2
"Costco is a great place to work, they have given me many opportunities to grow and learn.",5
"In the words of Nancy Reagan, if you get offered a job, ""Just Say No""",1
Worst experience I've had in my career thus far,1
Office morale is extremely low and has been for over a year.,2
Great place to work at. Not much to be said.,5
Senior Engineering Manager at NESS Digital Engineering Very Nice Experience,5
Great first job to see you through your schooling!,4
okay place to work if you don't mind being abused from time to time,2
Seen a transformation from a mediocre to good company to work for.,4
Had a great job as a biosciences PhD student,5
Nota a good organization to build your career with,1
Great potential for a terrific business if focus can be acheived,2
This company is a great place to start a career,5
Should not be using the Hewlett Packard name at all,1
Dont know what to do- is it a bank or a pharma company,2
A great learning experience in a high tech environment,4
"High Stress, Long hours and High Turnover - The trifecta!",1
I feel lucky to have been associated with Intelligrape,5
Give it a try - where dreams come true!!!,5
Incredibly challenging and rewarding.  Work among the best and at cutting edge of legal profession,4
Safe company to enjoy life. Stay away if you are looking to learn and want to make a career.,2
Horrible HR and Upper management but good pay and benefits,1
