text,label,label_text
Very good experience that provided me the opportunity to lead some of our nation's most professional individuals.,5,good
"Great benefits, but expect the environment to get increasingly harsh",4,good
great company but falls into the trap most corporations do,4,good
Worked at Citibank for a short amount of time,4,good
Time to move over and make way for the next generation Jo!,4,good
It’s a good job to put on your Resume,2,bad
Great place to work and we are making it better,5,good
Love working at Macy's only wish i had mite hours on the schedule.,4,good
Great place to launch your career but need to be strategic about not getting stuck,4,good
"As the program assistant I plan events, manage social media sites and assistant and train a group of 10 volunteers.",5,good
Very stable place for employment but little opportunity for growth,2,bad
"Events Assistant BYU Rollins Center for Entrepreneurship and Technology in Provo, UT (US)",5,good
learning how watches are made and how to fix,4,good
Bad client relations ruined the project and bad personal management,2,bad
"Iconic Employer Brand, But May Need to Be More People-Oriented as an Organization",5,good
Don't do fulfillment if you dont want to walk 9+miles a day or have your feet hurt a lot,4,good
Great company to work for. From what I hear,4,good
"In a need of job fast, try Amazon warehouse",4,good
Not a place to be anymore ( Branch Level),2,bad
Great place to start a career in commercial banking,4,good
Not the Best but for sure not the worst.,2,bad
This is a great company to work for with awesome benefits and thorough training.,5,good
Good company & compensation.  Long hours & extensive travel.,4,good
Too many compromised chiefs and not enough good warriors,2,bad
Horrible Management at Burlington on Park in Memphis TN,1,bad
Used to be great at start but not anymore...,1,bad
"Absolutely flawless employment experience, from recruitment to everyday assignments!",5,good
"Hilton as a company is good, but this particular franchisee is AWFUL",1,bad
Great chances for the future and really nice benefits,5,good
Do NOT work here as an Admin or CSA,2,bad
Be aware of the odds of making it there,2,bad
"Wouldn't recommend this company to anyone, worst time of my life working here.",2,bad
We unload the truck every mourning and stock and zoning store merchandises on the salesfloor.,5,good
DEFINITELY part time.$7.45 hr & bs hours. people who get hours are the ones who get a lot of kohl's charge sign ups,1,bad
As he says “You need have kick in the belly”,5,good
Not good for laterals. Not at all employee friendly.,1,bad
"All in all, a good company to work for.",5,good
A job that allows you to save money by buying stocks,4,good
My experience working with eCW has been an extremely pleasurable and positive experience.,5,good
This company has bright✨🔆 future with customers and employees,5,good
"Horrible management extremely disorganized lack of understanding, favoritism and bias",1,bad
So far so good.  I'm just 6 months into the position,4,good
"Excellent platform to learn, grow, and make a large and direct impact",5,good
If you are not the favourite of the management then this company is of no use,2,bad
"Very Chill, Ability to Move Up Ranking, Low pay",4,good
Really great place to work - Amazing atmosphere and steep learning curve. I am really happy from my PwC experience.,5,good
Good people who are passionate about the customer experience.,4,good
Honeywell is a good place to work and grow,4,good
Do go if you want no work life balance at all,1,bad
Good but have to work a lot of OT to make it worth the money,4,good
Commscope is a great place to work for with great people to work with.,5,good
Great teams and strong business culture based on customer and metrics,5,good
It was really hard. The work of 4 people and no support.,1,bad
Decent place to work if you're on the right team,2,bad
Rapidly deteriorating benefits and complete lack of trust of management,1,bad
"Good Company, Excellent Learning and Development, Great Peer Support",5,good
"A good place to work, there is pressure when a deadline needs to be met, otherwise pretty easy going.",4,good
Aggressive but if you are a quick learner - you can grasp the job,4,good
This is the best place where I've ever worked.,5,good
Supportive environment in a company that loves its customers,5,good
It's like a Porsche with bald tires....looks great but not a top 5 Firm,2,bad
Nike Employees should be extremely vigilent on what they offer to this site.,5,good
"Only go to Teleperformance for the money, don't expect anything else",1,bad
18 years of ideal followed by 3 years of failure,2,bad
IBM Global Services is the worst part of IBM to work for.,1,bad
Great way to get your foot in the door of engineering,5,good
"Great Company, Exciting Cyber Security Space, Collaborative & Supportive!",5,good
Great company to work for in challenging and volatile times.,5,good
"Expected of you too much, yet still under appreciated.",1,bad
One of the best companies in the south of Israel,5,good
Fantastic culture in a company growing and changing rapidly,4,good
